State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Phone,Day Mins,Eve Mins,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
AK,99,510,no,no,0,401-7334,238.4,246.5,96,40.53,130,20.95,198.4,117,8.93,12.4,4,3.35,3,0
AZ,48,415,no,yes,27,409-3428,141.1,224.7,109,23.99,94,19.1,174.3,122,7.84,13.2,2,3.56,1,0
KS,57,415,no,no,0,362-2067,158.1,115.2,117,26.88,149,9.79,182.4,92,8.21,11.8,7,3.19,0,0
OH,106,415,no,yes,30,352-2270,220.1,222.2,105,37.42,109,18.89,158.4,96,7.13,13.1,8,3.54,0,0
SC,78,415,no,no,0,360-3126,109.5,286.1,105,18.62,90,24.32,247.6,113,11.14,4.9,9,1.32,1,0
TN,39,408,no,no,0,364-8731,187.2,114.7,110,31.82,116,9.75,104.7,83,4.71,13.2,5,3.56,1,0
CA,127,510,no,no,0,388-4331,107.9,187,128,18.34,77,15.9,218.5,95,9.83,0,0,0,0,0
IN,114,408,no,no,0,362-8886,203.8,87.8,85,34.65,110,7.46,166.2,122,7.48,11.7,4,3.16,1,0
RI,95,408,no,no,0,410-4882,160,215.3,133,27.2,98,18.3,188.9,87,8.5,9.1,4,2.46,0,0
MO,116,408,no,no,0,371-1139,51.1,208.6,106,8.69,137,17.73,198,92,8.91,12.3,3,3.32,1,0
TN,110,415,no,no,0,391-5516,227.7,170,88,38.71,96,14.45,128.7,57,5.79,11.7,5,3.16,1,0
CT,74,510,no,no,0,380-3186,203.8,205.1,77,34.65,111,17.43,154.9,109,6.97,9,2,2.43,1,0
ME,148,408,no,yes,33,347-9995,241.7,165.8,84,41.09,84,14.09,160.6,80,7.23,11.3,3,3.05,1,0
MD,83,510,no,no,0,340-9013,78.1,239.3,70,13.28,115,20.34,144.4,112,6.5,12.3,4,3.32,1,0
NC,73,408,no,no,0,362-8378,187.8,149.2,95,31.93,143,12.68,201.4,113,9.06,11,4,2.97,2,0
SC,111,415,no,yes,21,418-8969,127.1,228.3,94,21.61,116,19.41,166.7,108,7.5,7.1,3,1.92,1,0
LA,75,510,yes,no,0,358-9898,153.2,210.8,78,26.04,99,17.92,153.5,100,6.91,7.8,3,2.11,1,0
WI,114,415,no,yes,26,373-7308,137.1,155.7,88,23.31,125,13.23,247.6,94,11.14,11.5,7,3.11,2,0
IN,58,415,no,yes,22,406-8445,224.1,238.8,127,38.1,85,20.3,174.2,86,7.84,11.5,7,3.11,2,0
AL,106,408,no,yes,29,404-5283,83.6,203.9,131,14.21,131,17.33,229.5,73,10.33,8.1,3,2.19,1,0
OK,172,408,no,no,0,398-3632,203.9,234,109,34.66,123,19.89,160.7,65,7.23,17.8,4,4.81,4,0
IA,45,415,no,no,0,399-5763,211.3,165.7,87,35.92,97,14.08,265.9,72,11.97,13.3,6,3.59,1,0
VT,100,408,yes,no,0,340-9449,219.4,225.7,112,37.3,102,19.18,255.3,95,11.49,12,4,3.24,4,0
NY,94,415,no,no,0,363-1123,190.4,92,91,32.37,107,7.82,224.8,108,10.12,13.6,17,3.67,2,0
LA,128,415,no,no,0,361-2170,147.7,283.3,94,25.11,83,24.08,188.3,124,8.47,6.9,5,1.86,2,0
SC,181,408,no,no,0,406-6304,229.9,144.4,130,39.08,93,12.27,262.4,110,11.81,14.2,4,3.83,2,0
ID,127,408,no,no,0,392-5090,102.8,143.7,128,17.48,95,12.21,191.4,97,8.61,10,5,2.7,1,0
MO,89,415,no,no,0,373-7713,178.7,233.7,81,30.38,74,19.86,131.9,120,5.94,9.1,4,2.46,1,0
ME,149,415,no,yes,18,392-1376,148.5,114.5,106,25.25,106,9.73,178.3,98,8.02,6.5,4,1.76,0,0
MS,103,510,no,yes,29,390-6388,164.1,219.1,111,27.9,96,18.62,220.3,108,9.91,12.3,9,3.32,0,0
SD,163,415,yes,no,0,379-7290,197.2,188.5,90,33.52,113,16.02,211.1,94,9.5,7.8,8,2.11,1,0
OK,52,415,no,no,0,397-9928,124.9,300.5,131,21.23,118,25.54,192.5,106,8.66,11.6,4,3.13,2,0
WY,89,415,no,no,0,378-6924,115.4,209.9,99,19.62,115,17.84,280.9,112,12.64,15.9,6,4.29,3,0
VT,60,415,no,no,0,400-2738,193.9,85,118,32.96,110,7.23,210.1,134,9.45,13.2,8,3.56,3,0
WV,159,415,no,no,0,377-1164,169.8,197.7,114,28.87,105,16.8,193.7,82,8.72,11.6,4,3.13,1,0
OH,78,408,no,no,0,368-8555,193.4,116.9,99,32.88,88,9.94,243.3,109,10.95,9.3,4,2.51,2,0
OH,96,415,no,no,0,347-6812,106.6,284.8,128,18.12,87,24.21,178.9,92,8.05,14.9,7,4.02,1,0
SC,79,415,no,no,0,348-3830,134.7,189.7,98,22.9,68,16.12,221.4,128,9.96,11.8,5,3.19,2,0
AZ,192,415,no,yes,36,414-4276,156.2,215.5,77,26.55,126,18.32,279.1,83,12.56,9.9,6,2.67,2,0
WV,68,415,no,no,0,370-3271,231.1,153.4,57,39.29,55,13.04,191.3,123,8.61,9.6,4,2.59,3,0
RI,28,510,no,no,0,328-8230,180.8,288.8,109,30.74,58,24.55,191.9,91,8.64,14.1,6,3.81,2,0
CT,184,510,yes,no,0,364-6381,213.8,159.6,105,36.35,84,13.57,139.2,137,6.26,5,10,1.35,2,0
TN,74,415,no,yes,25,400-4344,234.4,265.9,113,39.85,82,22.6,241.4,77,10.86,13.7,4,3.7,0,0
IN,65,415,no,no,0,329-6603,129.1,228.5,137,21.95,83,19.42,208.8,111,9.4,12.7,6,3.43,4,1
NY,161,415,no,no,0,351-7269,332.9,317.8,67,56.59,97,27.01,160.6,128,7.23,5.4,9,1.46,4,1
CO,77,408,no,no,0,393-7984,62.4,169.9,89,10.61,121,14.44,209.6,64,9.43,5.7,6,1.54,5,1
AZ,12,408,no,no,0,360-1596,249.6,252.4,118,42.43,119,21.45,280.2,90,12.61,11.8,3,3.19,1,1
MD,135,408,yes,yes,41,383-6029,173.1,203.9,85,29.43,107,17.33,122.2,78,5.5,14.6,15,3.94,0,1
ID,119,415,no,no,0,398-1294,159.1,231.3,114,27.05,117,19.66,143.2,91,6.44,8.8,3,2.38,5,1
WY,87,415,no,no,0,353-3759,151,219.7,83,25.67,116,18.67,203.9,127,9.18,9.7,3,2.62,5,1
CO,121,408,no,yes,30,370-7574,198.4,75.3,129,33.73,77,6.4,181.2,77,8.15,5.8,3,1.57,3,1
TX,150,510,no,no,0,374-8042,178.9,169.1,101,30.41,110,14.37,148.6,100,6.69,13.8,3,3.73,4,1
DC,82,415,no,no,0,374-5353,300.3,181,109,51.05,100,15.39,270.1,73,12.15,11.7,4,3.16,0,1
NY,144,408,no,no,0,360-1171,61.6,77.1,117,10.47,85,6.55,173,99,7.79,8.2,7,2.21,4,1
TX,106,510,no,no,0,395-3026,210.6,249.2,96,35.8,85,21.18,191.4,88,8.61,12.4,1,3.35,2,1
IN,94,408,no,no,0,402-1251,157.9,155,105,26.84,101,13.18,189.6,84,8.53,8,5,2.16,4,1
NJ,128,415,no,no,0,358-9095,237.9,247.6,125,40.44,93,21.05,208.9,68,9.4,13.9,4,3.75,1,1
LA,155,415,no,no,0,334-1275,203.4,190.9,100,34.58,104,16.23,196,119,8.82,8.9,4,2.4,0,1
MS,120,408,no,no,0,355-6291,212.1,209.4,131,36.06,104,17.8,167.2,96,7.52,5.3,5,1.43,1,1
ID,77,415,no,no,0,362-9748,251.8,205.7,72,42.81,126,17.48,275.2,109,12.38,9.8,7,2.65,2,1
ME,36,510,yes,yes,42,363-1069,196.8,254.9,89,33.46,122,21.67,138.3,126,6.22,20,6,5.4,0,1
NV,74,415,no,no,0,355-6837,282.5,219.9,114,48.03,48,18.69,170,115,7.65,9.4,4,2.54,1,1
MS,162,415,no,no,0,335-4858,70.7,157.5,108,12.02,87,13.39,154.8,82,6.97,9.1,3,2.46,4,1
MS,61,510,no,yes,27,414-8718,187.5,146.6,124,31.88,103,12.46,225.7,129,10.16,6.4,6,1.73,4,1
VT,117,408,yes,no,0,390-2390,167.1,177.5,86,28.41,87,15.09,249.4,132,11.22,14.1,7,3.81,2,1
OH,83,415,no,no,0,370-9116,337.4,227.4,120,57.36,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1
AK,126,415,no,no,0,372-3750,58.2,138.7,94,9.89,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1
TX,208,510,no,no,0,378-3625,326.5,176.3,67,55.51,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1
ME,131,510,yes,yes,26,353-7292,292.9,199.7,101,49.79,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1
FL,70,510,yes,no,0,366-6345,226.7,228.1,98,38.54,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1
MD,136,415,no,no,0,375-1476,250.2,267.1,121,42.53,118,22.7,151,114,6.8,13,2,3.51,1,1
MD,93,408,yes,no,0,360-3324,312,129.4,109,53.04,100,11,217.6,74,9.79,10.5,2,2.84,0,1
MN,139,510,no,no,0,374-9107,134.4,211.3,106,22.85,98,17.96,193.6,125,8.71,10.2,2,2.75,5,1
NV,137,415,yes,no,0,338-1027,135.1,134.1,95,22.97,102,11.4,223.1,81,10.04,12.3,2,3.32,2,1
VA,108,408,no,no,0,335-1697,198.5,267.8,99,33.75,60,22.76,354.9,75,15.97,9.4,3,2.54,0,1
OR,33,415,no,yes,29,380-2558,157.4,117.9,99,26.76,80,10.02,279.2,79,12.56,13.9,11,3.75,4,1
KS,92,408,yes,no,0,386-4170,62.6,180.6,111,10.64,126,15.35,221.7,80,9.98,10.4,2,2.81,1,1
SD,144,408,no,yes,48,339-3049,189.8,123.4,96,32.27,67,10.49,214.2,106,9.64,6.5,2,1.76,2,1
OK,89,510,no,no,0,352-6976,303.9,260.9,95,51.66,114,22.18,312.1,89,14.04,5.3,3,1.43,1,1
CT,96,415,no,yes,37,387-5860,172.7,120.1,93,29.36,116,10.21,216.1,86,9.72,10.3,5,2.78,5,1
FL,127,415,no,no,0,416-1676,266.6,264.8,106,45.32,168,22.51,207.2,119,9.32,5.9,2,1.59,1,1
RI,121,408,no,no,0,329-7347,170.4,350.5,108,28.97,68,29.79,297,87,13.37,11.2,3,3.02,0,1
VT,113,415,no,no,0,419-1714,272.1,268.5,111,46.26,118,22.82,213.8,105,9.62,8.5,10,2.3,1,1
IN,122,408,no,no,0,336-3819,296.4,214.8,99,50.39,89,18.26,133.9,107,6.03,11.4,3,3.08,4,1
MN,62,415,no,no,0,366-7912,248.7,220,109,42.28,118,18.7,265.7,78,11.96,13.2,2,3.56,1,1
SD,128,510,yes,yes,32,413-9269,223.5,188.8,81,38,74,16.05,154.9,101,6.97,9.4,2,2.54,2,1
MT,54,415,no,no,0,387-5453,272.6,248.7,83,46.34,74,21.14,197.4,111,8.88,9.5,2,2.57,1,1
AL,86,415,no,no,0,380-3437,128.3,197.1,121,21.81,93,16.75,138.4,152,6.23,12.2,5,3.29,7,1
GA,89,415,no,no,0,343-6940,213,176.6,63,36.21,71,15.01,262.6,126,11.82,9.1,1,2.46,1,1
FL,100,510,no,no,0,420-7823,107,105.7,63,18.19,67,8.98,243.1,74,10.94,12.8,3,3.46,4,1
MS,64,408,yes,no,0,402-1942,236.2,218.6,77,40.15,85,18.58,194.1,97,8.73,13.2,2,3.56,2,1
CO,159,408,yes,no,0,341-4463,257.1,312.2,53,43.71,127,26.54,183,82,8.24,8.8,6,2.38,1,1
CO,154,415,no,no,0,343-5709,350.8,216.5,75,59.64,94,18.4,253.9,100,11.43,10.1,9,2.73,1,1
CA,151,415,yes,no,0,357-1909,218,114.4,57,37.06,88,9.72,269.2,95,12.11,12.4,1,3.35,0,1
MO,95,415,yes,no,0,374-7787,165.5,286.2,84,28.14,112,24.33,198.9,89,8.95,11.5,2,3.11,1,1
WI,16,510,no,no,0,405-5305,229.6,205.7,78,39.03,108,17.48,166.2,91,7.48,10.8,2,2.92,0,1
OR,94,415,no,no,0,328-6011,234.4,279.3,103,39.85,109,23.74,234.2,121,10.54,2,2,0.54,1,1
DC,66,415,no,no,0,402-5155,167.3,230,91,28.44,68,19.55,191.7,118,8.63,10.6,5,2.86,1,1
DE,122,510,no,no,0,332-5521,157.1,184.9,134,26.71,122,15.72,197.2,59,8.87,8.5,5,2.3,4,1
DE,113,415,no,no,0,352-4418,239.7,282.9,47,40.75,110,24.05,238.4,88,10.73,8.7,3,2.35,2,1
DE,224,510,yes,no,0,361-6563,171.5,160,99,29.16,103,13.6,212.4,102,9.56,5,2,1.35,1,1
KS,46,510,no,no,0,365-5979,250.3,260.6,100,42.55,90,22.15,195,104,8.78,13.3,2,3.59,2,1
OH,100,510,no,no,0,385-8997,278,176.7,76,47.26,74,15.02,219.5,126,9.88,8.3,4,2.24,0,1
OH,97,408,no,no,0,405-6189,256.4,273.9,125,43.59,100,23.28,222.7,101,10.02,11.1,1,3,1,1
MA,88,415,no,no,0,418-6737,264.8,245.4,124,45.02,112,20.86,160.5,115,7.22,14.8,2,4,1,1
NV,71,415,yes,no,0,352-8327,178.2,167.8,113,30.29,94,14.26,182.1,111,8.19,13.6,3,3.67,3,1
FL,132,510,no,yes,36,334-9505,226.2,181.6,103,38.45,125,15.44,258.8,102,11.65,10.5,5,2.84,3,1
WV,72,510,no,yes,33,418-6651,96.6,315.4,59,16.42,98,26.81,163.3,117,7.35,6.2,4,1.67,4,1
AL,55,415,yes,no,0,375-2975,191.9,256.1,91,32.62,110,21.77,203.7,101,9.17,14.3,6,3.86,1,1
ME,92,415,yes,no,0,376-8573,130.7,260.6,113,22.22,122,22.15,244.2,98,10.99,9.4,2,2.54,2,1
ME,75,408,yes,no,0,343-1965,211.3,105.6,61,35.92,119,8.98,175.9,63,7.92,9.7,4,2.62,4,1
MI,93,415,yes,no,0,366-7247,216.9,207.4,61,36.87,120,17.63,221.7,110,9.98,17.5,5,4.73,1,1
MO,92,415,no,no,0,405-3916,154,329.8,122,26.18,88,28.03,288,117,12.96,5.6,2,1.51,3,1
MS,118,415,no,yes,26,397-9148,170.8,199.5,114,29.04,125,16.96,169.7,98,7.64,9.6,5,2.59,5,1
AL,60,408,yes,yes,29,411-7778,265.9,215.8,113,45.2,94,18.34,108.1,82,4.86,14,12,3.78,0,1
SC,88,510,no,no,0,394-8402,73.3,161.4,86,12.46,82,13.72,239.6,76,10.78,8.2,3,2.21,4,1
MN,152,415,yes,yes,20,416-2778,237.5,253.4,120,40.38,94,21.54,265.2,80,11.93,14.2,3,3.83,9,1
WI,69,510,yes,no,0,418-6455,279.8,248.7,90,47.57,91,21.14,171,118,7.69,8.4,10,2.27,2,1
VT,95,510,yes,yes,41,378-3508,136.8,200.8,91,23.26,61,17.07,133.7,67,6.02,10.3,9,2.78,5,1
AK,111,415,no,no,0,364-7719,172.8,183.1,58,29.38,108,15.56,158.8,104,7.15,7.9,3,2.13,4,1
GA,44,510,no,no,0,419-8987,288.1,258,112,48.98,92,21.93,192.4,90,8.66,10.2,4,2.75,3,1
MT,74,408,no,no,0,339-7541,174.1,251.1,96,29.6,94,21.34,257.6,123,11.59,8.3,5,2.24,2,1
NC,133,408,yes,yes,32,344-3160,221.1,264.9,137,37.59,99,22.52,168.9,108,7.6,15.4,4,4.16,2,1
WV,44,510,no,no,0,419-1674,228.1,276.5,121,38.78,79,23.5,279.8,77,12.59,9.9,5,2.67,2,1
IN,113,415,no,no,0,353-6007,209.4,347.3,151,35.6,113,29.52,246,116,11.07,7.4,2,2,1,1
SD,104,510,no,no,0,420-9838,234.2,293.1,128,39.81,92,24.91,183.9,79,8.28,9.8,6,2.65,0,1
OK,101,408,no,no,0,345-1524,89.7,260.1,118,15.25,79,22.11,170.1,93,7.65,13.5,11,3.65,5,1
MA,62,415,yes,no,0,386-2810,159.7,197.5,86,27.15,76,16.79,121.6,105,5.47,13.9,6,3.75,0,1
MO,112,415,no,no,0,373-2053,335.5,212.5,77,57.04,109,18.06,265,132,11.93,12.7,8,3.43,2,1
NV,105,415,yes,yes,29,380-7742,220.7,217.7,82,37.52,110,18.5,190.5,100,8.57,13.2,6,3.56,1,1
KS,110,415,yes,no,0,383-1657,293.3,188.5,79,49.86,90,16.02,266.9,91,12.01,14.5,4,3.92,0,1
NJ,95,408,yes,yes,37,348-8015,220.2,185.3,109,37.43,99,15.75,205.1,82,9.23,4.1,2,1.11,0,1
GA,76,415,no,no,0,372-6497,299.5,226.7,125,50.92,92,19.27,210.7,134,9.48,13.7,4,3.7,0,1
MO,79,408,no,no,0,411-5958,261.7,210.6,97,44.49,48,17.9,256.7,83,11.55,6,3,1.62,3,1
CA,79,510,no,no,0,416-8701,157.6,194.1,85,26.79,92,16.5,231.5,86,10.42,9.4,10,2.54,5,1
MT,109,408,no,no,0,405-4920,264.7,305,69,45,120,25.93,197.4,86,8.88,9.5,9,2.57,1,1
TX,75,415,yes,no,0,384-2372,222.4,327,78,37.81,111,27.8,208,104,9.36,8.7,9,2.35,1,1
WV,115,510,yes,no,0,420-9971,249.9,242.5,95,42.48,104,20.61,151.7,121,6.83,15.3,6,4.13,1,1
UT,103,510,no,yes,36,327-3587,87.2,169.3,92,14.82,110,14.39,166.7,80,7.5,10.9,5,2.94,6,1
WY,94,510,no,no,0,353-8363,271.2,202.6,105,46.1,105,17.22,221.6,51,9.97,11.5,3,3.11,3,1
UT,68,415,no,no,0,398-3834,162.1,155,86,27.56,86,13.18,189.7,87,8.54,11,9,2.97,5,1
KY,91,415,yes,no,0,330-7754,145,175.8,89,24.65,102,14.94,223.7,151,10.07,16.7,3,4.51,2,1
PA,122,415,yes,no,0,383-4061,230.9,243.2,132,39.25,99,20.67,182.4,57,8.21,11,2,2.97,0,1
WI,149,415,yes,yes,28,339-6637,126.9,166.9,97,21.57,102,14.19,145.2,77,6.53,8.8,3,2.38,5,1
MA,127,408,yes,no,0,371-9457,176.9,167.9,110,30.07,100,14.27,182.2,138,8.2,7.7,2,2.08,1,1
NJ,24,408,no,no,0,393-7826,265.6,208.8,86,45.15,102,17.75,182.5,105,8.21,11.1,6,3,2,1
NV,69,510,yes,yes,33,397-6789,271.5,253.4,98,46.16,102,21.54,165.4,85,7.44,8.2,2,2.21,1,1
VA,68,408,yes,no,0,364-9040,148.5,219.4,126,25.25,125,18.65,198.5,121,8.93,14.5,7,3.92,1,1
KY,75,415,no,no,0,341-1191,314.6,169.8,102,53.48,86,14.43,285.1,100,12.83,5.7,3,1.54,2,1
CO,121,408,yes,no,0,409-4447,167.7,93.7,94,28.51,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1
SC,87,408,no,no,0,335-1874,322.5,204.6,106,54.83,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1
NE,96,415,no,no,0,410-6791,180.6,190.9,92,30.7,114,16.23,295.6,125,13.3,10.3,4,2.78,1,1
MA,136,408,yes,no,0,367-8168,199.6,211.4,89,33.93,96,17.97,72.4,84,3.26,11,4,2.97,3,1
AL,93,408,no,no,0,374-9203,267.9,223,114,45.54,74,18.96,262.7,90,11.82,11.3,3,3.05,3,1
MA,98,510,no,no,0,366-3358,271.4,190.4,119,46.14,102,16.18,284.7,118,12.81,11.1,6,3,4,1
LA,109,415,no,yes,27,395-6195,166.9,221.2,85,28.37,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1
ME,97,510,no,no,0,346-7656,120.8,169.8,96,20.54,101,14.43,194.1,63,8.73,11.9,3,3.21,4,1
CT,23,510,no,no,0,370-5527,321.6,251.6,107,54.67,115,21.39,141.1,158,6.35,11.3,3,3.05,2,1
MD,61,415,no,no,0,370-2688,260,210.5,123,44.2,127,17.89,234.7,70,10.56,9,3,2.43,1,1
WV,161,415,no,no,0,418-9036,191.9,70.9,113,32.62,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1
AR,118,415,no,no,0,402-3892,267.8,316.4,145,45.53,121,26.89,208.6,91,9.39,14.4,11,3.89,5,1
MO,179,510,no,no,0,355-2464,287.3,288,123,48.84,114,24.48,266,112,11.97,10.5,4,2.84,0,1
KY,74,510,yes,no,0,368-7555,125.8,207.7,103,21.39,96,17.65,207.4,143,9.33,14.1,4,3.81,1,1
NV,81,415,no,yes,28,399-9802,167.9,190.7,147,28.54,105,16.21,193,103,8.69,9.2,6,2.48,4,1
NJ,46,408,no,no,0,332-5949,257.4,261.1,67,43.76,91,22.19,204.4,107,9.2,13.4,5,3.62,2,1
NJ,48,510,no,yes,22,408-4529,152,258.8,63,25.84,131,22,263.2,109,11.84,15.7,5,4.24,2,1
NM,122,408,no,yes,33,370-9755,174.9,248.2,103,29.73,105,21.1,164.6,116,7.41,13.5,3,3.65,1,1
DE,129,510,no,no,0,332-6181,334.3,192.1,118,56.83,104,16.33,191,83,8.59,10.4,6,2.81,0,1
GA,93,408,no,yes,21,413-5190,134.2,162.5,105,22.81,128,13.81,186.6,90,8.4,11.8,2,3.19,4,1
VT,63,415,no,no,0,394-7447,278,266.4,102,47.26,114,22.64,224.1,118,10.08,13.1,4,3.54,4,1
NY,64,415,yes,no,0,345-9140,346.8,249.5,55,58.96,79,21.21,275.4,102,12.39,13.3,9,3.59,1,1
KS,110,415,yes,yes,27,369-8024,267.9,263.3,103,45.54,74,22.38,178.1,106,8.01,8.3,2,2.24,1,1
MI,133,408,no,no,0,387-9137,277.3,228.4,138,47.14,117,19.41,117.3,103,5.28,12.8,4,3.46,2,1
WY,76,415,no,no,0,408-6326,263.4,230.3,148,44.78,69,19.58,170.6,101,7.68,11.4,5,3.08,1,1
UT,161,510,yes,no,0,329-2786,194.2,249.4,106,33.01,105,21.2,254.9,129,11.47,12.9,1,3.48,1,1
VA,99,415,no,yes,42,400-6257,216,232.3,125,36.72,104,19.75,215.5,100,9.7,9.3,4,2.51,2,1
CA,112,415,no,no,0,338-6962,111.9,114,92,19.02,143,9.69,146.8,79,6.61,14.1,3,3.81,5,1
NY,108,415,no,no,0,344-7197,154.2,112.3,123,26.21,86,9.55,246.4,75,11.09,15.4,4,4.16,4,1
ME,80,408,no,no,0,333-7631,322.3,222,113,54.79,95,18.87,162.8,123,7.33,6.7,8,1.81,0,1
NJ,111,510,no,no,0,332-5084,176.9,102.8,128,30.07,56,8.74,213.7,84,9.62,10.5,2,2.84,4,1
NJ,135,510,no,yes,28,401-8735,201.4,246.5,100,34.24,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1
OH,98,408,no,no,0,368-1288,165,202.6,129,28.05,113,17.22,172.3,94,7.75,12.5,7,3.38,1,1
MI,91,415,no,no,0,390-7930,154.4,168.3,165,26.25,121,14.31,239.9,81,10.8,11.7,4,3.16,5,1
NE,159,415,no,no,0,362-5111,189.1,246.1,105,32.15,147,20.92,242,106,10.89,10.4,5,2.81,1,1
NV,64,408,no,no,0,350-7306,148.1,164.9,73,25.18,101,14.02,216,125,9.72,12.3,2,3.32,5,1
WY,106,415,yes,yes,26,338-6018,270.3,215.2,111,45.95,90,18.29,254,133,11.43,14.4,7,3.89,1,1
UT,105,415,no,no,0,385-8184,106.4,240.1,71,18.09,83,20.41,147.7,114,6.65,5.3,4,1.43,6,1
GA,132,415,no,no,0,368-5437,193.3,128.3,106,32.86,94,10.91,162.1,119,7.29,11.6,4,3.13,5,1
KS,167,415,no,no,0,409-4734,131.6,211.3,120,22.37,96,17.96,168.3,97,7.57,11.1,4,3,4,1
MD,172,408,no,no,0,346-5068,287.1,178.4,108,48.81,125,15.16,153.2,98,6.89,14.4,2,3.89,3,1
MD,88,415,yes,no,0,358-4576,235.1,251.8,98,39.97,79,21.4,285.9,76,12.87,7.2,2,1.94,4,1
NM,119,415,yes,yes,15,352-5118,160,209.5,95,27.2,110,17.81,82.3,107,3.7,8.7,5,2.35,5,1
IL,78,415,yes,no,0,343-7019,236.8,265.3,141,40.26,101,22.55,152.4,77,6.86,9.5,2,2.57,1,1
CO,105,408,no,no,0,334-8694,270.9,226.2,98,46.05,110,19.23,178.8,60,8.05,8.8,5,2.38,0,1
KS,24,510,no,no,0,369-5449,243,183.9,91,41.31,77,15.63,184.3,109,8.29,15.3,6,4.13,0,1
TN,108,510,no,yes,34,356-8449,162.1,171.8,83,27.56,117,14.6,259.8,76,11.69,9.6,3,2.59,4,1
MN,62,510,no,yes,33,390-9811,186.4,201,84,31.69,136,17.09,286.7,103,12.9,11.1,3,3,2,1
MA,40,408,no,yes,31,351-7005,224.7,134.5,69,38.2,81,11.43,120.3,104,5.41,7.5,5,2.03,1,1
FL,55,510,no,yes,45,364-7644,130.5,208.4,114,22.19,94,17.71,141.6,114,6.37,11,5,2.97,4,1
MT,28,415,no,no,0,357-9136,121.7,125.8,48,20.69,112,10.69,261.6,122,11.77,8.3,2,2.24,6,1
MI,51,415,no,no,0,373-1448,229.7,336,129,39.05,104,28.56,192.8,128,8.68,9.6,1,2.59,1,1
NY,163,408,no,no,0,413-2241,247.7,269.5,77,42.11,108,22.91,167.3,82,7.53,9.6,7,2.59,0,1
NC,58,510,no,no,0,375-4107,112.2,209.6,95,19.07,108,17.82,260.9,78,11.74,13.9,1,3.75,0,1
OR,135,415,no,no,0,377-1293,263.8,251.3,66,44.85,116,21.36,200.1,112,9,8.4,2,2.27,5,1
UT,49,415,no,no,0,394-4520,266.3,207.8,90,45.27,117,17.66,205,98,9.23,14,2,3.78,2,1
WA,171,408,no,no,0,419-1863,270.5,230,69,45.99,112,19.55,136,111,6.12,9.6,5,2.59,1,1
TX,82,415,no,no,0,395-9215,189.2,184.4,81,32.16,117,15.67,255.8,83,11.51,10.6,5,2.86,3,1
WA,45,510,no,no,0,399-3083,78.6,187.3,106,13.36,110,15.92,184.2,111,8.29,7.4,5,2,1,1
DE,2,415,yes,no,0,415-8448,132.1,138.9,42,22.46,88,11.81,192.6,119,8.67,9.1,1,2.46,2,1
TN,17,510,no,yes,31,382-5401,153.1,185.9,115,26.03,59,15.8,224.3,102,10.09,10,1,2.7,6,1
ID,193,415,no,no,0,411-4714,96.8,142.6,92,16.46,103,12.12,210.1,115,9.45,10.9,5,2.94,2,1
KS,126,408,no,no,0,379-8681,321.3,167.9,99,54.62,93,14.27,193.6,106,8.71,8,4,2.16,1,1
WY,97,510,yes,no,0,346-1629,236.9,157.6,107,40.27,105,13.4,241,120,10.85,7.3,2,1.97,0,1
WA,90,415,yes,no,0,374-9576,148.2,220.4,96,25.19,111,18.73,134.2,97,6.04,9.2,1,2.48,4,1
MA,111,415,no,no,0,387-7371,284.4,157,89,48.35,113,13.35,242.8,91,10.93,8.4,8,2.27,0,1
SD,98,415,no,no,0,392-2555,0,159.6,0,0,130,13.57,167.1,88,7.52,6.8,1,1.84,4,1
PA,106,408,yes,no,0,403-9167,133.7,187.8,45,22.73,107,15.96,181.9,89,8.19,10.7,2,2.89,1,1
WA,55,408,no,no,0,357-6039,285.7,230.9,124,48.57,106,19.63,230.7,140,10.38,14.8,7,4,0,1
VT,73,415,no,no,0,414-1496,217.8,220.6,91,37.03,97,18.75,277.3,89,12.48,10.3,6,2.78,1,1
CT,115,415,no,no,0,339-1330,245,250.7,97,41.65,75,21.31,270.2,124,12.16,13.7,8,3.7,1,1
SC,108,415,no,no,0,399-6233,112,193.7,105,19.04,110,16.46,208.9,93,9.4,4.1,4,1.11,4,1
OH,65,415,no,no,0,405-3097,245.7,241.9,139,41.77,113,20.56,285.3,117,12.84,4.2,5,1.13,4,1
OK,101,415,no,no,0,413-4040,269.7,207.6,85,45.85,86,17.65,214.2,107,9.64,4.5,15,1.22,3,1
MT,125,510,no,no,0,366-5829,143.2,88.1,80,24.34,94,7.49,233.2,135,10.49,8.8,7,2.38,4,1
MS,73,415,no,yes,31,412-2520,82.3,256.1,105,13.99,91,21.77,229.6,98,10.33,11.8,2,3.19,6,1
